block_seq_num,block_var_num,block_route_num,block_run_num
3997252,1,41,1
3997253,1,41,10
3997254,1,41,6
3997255,1,71,1
3997256,1,71,3
3997257,1,71,4
3997258,1,71,5
3997259,1,71,6
3997260,1,71,7
3997261,1,71,2
3997262,1,71,12
3997263,1,71,8
3997264,1,71,9
3997265,1,71,10
3997266,1,71,11
3997267,1,71,13
3997268,1,41,7
3997269,1,68,4
3997270,1,65,5
3997271,1,66,5
3997272,1,65,4
3997273,1,41,9
3997274,1,41,8
3997275,1,65,6
3997276,1,66,6
3997277,1,331,10
3997278,1,71,14
3997301,1,346,6
3997302,1,331,6
3997303,1,346,2
3997304,1,331,7
3997305,1,346,1
3997306,1,346,4
3997307,1,346,3
3997308,1,331,1
3997309,1,331,3
3997310,1,331,5
3997311,1,331,4
3997312,1,331,2
3997313,1,331,8
3997314,1,66,2
3997315,1,66,3
3997316,1,66,1
3997317,1,32,1
3997318,1,32,3
3997319,1,32,2
3997320,1,32,4
3997321,1,31,1
3997322,1,32,5
3997323,1,32,6
3997324,1,31,2
3997325,1,31,3
3997326,1,31,4
3997327,1,31,5
3997328,1,31,6
3997329,1,66,6
3997330,1,31,11
3997331,1,346,5
3997332,1,31,9
3997333,1,31,8
3997334,1,346,8
3997335,1,31,7
3997336,1,31,10
3997337,1,71,2
3997338,1,71,7
3997339,1,71,10
3997340,1,41,4
3997341,1,41,5
3997342,1,41,6
3997343,1,41,7
3997344,1,41,8
3997345,1,41,9
3997346,1,66,4
3997347,1,66,5
3997348,1,66,7
3997349,1,66,8
3997350,1,71,13
3997351,1,71,1
3997352,1,41,1
3997353,1,71,3
3997354,1,71,4
3997355,1,71,5
3997356,1,71,6
3997357,1,41,2
3997358,1,71,8
3997359,1,71,9
3997360,1,41,3
3997361,1,71,11
3997362,1,71,12
3997363,1,41,10
3997364,1,346,7
3997365,1,71,15
3997366,1,71,14
3998101,1,1,1
3998102,1,1,2
3998103,1,1,3
3998104,1,1,4
3998105,1,1,5
3998106,1,1,6
3998107,1,1,7
3998108,1,1,8
3998109,1,1,9
3998110,1,1,10
3998111,1,1,11
3998112,1,1,12
3998113,1,1,13
3998114,1,2,1
3998115,1,2,2
3998116,1,2,3
3998117,1,2,4
3998118,1,2,5
3998119,1,2,6
3998120,1,2,7
3998121,1,2,8
3998122,1,2,9
3998123,1,2,10
3998124,1,2,11
3998125,1,2,12
3998126,1,2,13
3998127,1,2,14
3998128,1,2,15
3998129,1,2,16
3998130,1,2,17
3998131,1,2,18
3998132,1,2,19
3998133,1,2,20
3998134,1,2,21
3998135,1,3,1
3998136,1,3,2
3998137,1,3,3
3998138,1,3,4
3998139,1,3,5
3998140,1,3,6
3998141,1,3,7
3998142,1,3,8
3998143,1,3,9
3998144,1,3,10
3998145,1,3,11
3998146,1,3,12
3998147,1,3,13
3998148,1,3,14
3998149,1,3,15
3998150,1,3,16
3998151,1,3,17
3998152,1,3,18
3998153,1,3,19
3998154,1,3,20
3998155,1,3,21
3998156,1,3,22
3998157,1,3,23
3998158,1,3,24
3998159,1,3,25
3998160,1,7,1
3998161,1,7,2
3998162,1,7,3
3998163,1,7,4
3998164,1,7,5
3998165,1,7,6
3998166,1,7,7
3998167,1,7,8
3998168,1,7,9
3998169,1,7,10
3998170,1,7,11
3998171,1,7,12
3998172,1,7,13
3998173,1,7,14
3998174,1,7,15
3998175,1,7,16
3998176,1,7,17
3998177,1,7,18
3998178,1,7,19
3998179,1,7,20
3998180,1,7,21
3998181,1,7,22
3998182,1,7,23
3998183,1,7,24
3998184,1,7,25
3998185,1,7,26
3998186,1,7,27
3998187,1,7,28
3998188,1,7,30
3998189,1,7,31
3998190,1,7,32
3998191,1,7,33
3998192,1,10,1
3998193,1,10,2
3998194,1,10,3
3998195,1,10,4
3998196,1,10,5
3998197,1,10,6
3998198,1,10,7
3998199,1,10,8
3998200,1,10,9
3998201,1,10,10
3998202,1,12,1
3998203,1,12,2
3998204,1,12,3
3998205,1,12,4
3998206,1,12,5
3998207,1,12,6
3998208,1,12,7
3998209,1,12,8
3998210,1,12,9
3998211,1,12,10
3998212,1,36,1
3998213,1,36,2
3998214,1,36,3
3998215,1,36,4
3998216,1,36,5
3998217,1,36,6
3998218,1,36,7
3998219,1,36,8
3998220,1,36,9
3998221,1,36,10
3998222,1,36,11
3998223,1,36,12
3998224,1,36,13
3998225,1,36,14
3998226,1,36,15
3998227,1,36,16
3998228,1,36,17
3998229,1,36,18
3998230,1,36,19
3998231,1,36,20
3998232,1,36,21
3998233,1,36,22
3998234,1,36,23
3998235,1,36,24
3998236,1,43,1
3998237,1,43,2
3998238,1,43,3
3998239,1,43,4
3998240,1,43,5
3998241,1,43,6
3998242,1,43,7
3998243,1,43,8
3998244,1,43,9
3998245,1,43,10
3998246,1,43,11
3998247,1,43,12
3998248,1,43,13
3998249,1,43,14
3998250,1,43,15
3998251,1,43,16
3998252,1,43,17
3998253,1,43,18
3998254,1,43,19
3998255,1,43,20
3998256,1,43,21
3998257,1,43,22
3998258,1,43,23
3998259,1,43,24
3998260,1,47,1
3998261,1,47,2
3998262,1,47,3
3998263,1,120,1
3998264,1,120,2
3998265,1,120,3
3998266,1,120,4
3998267,1,120,5
3998269,1,120,7
3998270,1,120,8
3998271,1,120,9
3998273,1,120,11
3998274,1,120,12
3998275,1,120,13
3998277,1,120,15
3998279,1,120,17
3998281,1,120,19
3998282,1,120,20
3998283,1,120,21
3998284,1,120,22
3998287,1,120,25
3998288,1,120,26
3998290,1,120,28
3998292,1,120,30
3998294,1,120,32
3998295,1,120,33
3998296,1,120,34
3998297,1,70,1
3998298,1,70,2
3998299,1,70,3
3998300,1,70,4
3998301,1,70,5
3998302,1,70,6
3998303,1,70,7
3998304,1,70,8
3998305,1,70,9
3998306,1,70,10
3998307,1,70,11
3998308,1,70,12
3998309,1,70,13
3998310,1,70,14
3998402,1,32,2
3998403,2,346,7
3998404,1,32,5
3998408,1,66,17
3998409,1,65,2
3998410,2,342,12
3998411,1,31,5
3998412,1,31,4
3998413,1,373,4
3998414,1,31,11
3998416,1,342,13
3998417,1,32,11
3998418,1,65,8
3998419,1,31,1
3998422,2,65,1
3998423,1,65,6
3998424,1,65,3
3998425,2,75,1
3998426,1,32,14
3998427,1,32,3
3998428,1,342,11
3998429,1,66,2
3998430,1,373,3
3998432,2,32,4
3998434,1,32,8
3998435,1,31,6
3998436,1,32,7
3998437,1,31,10
3998438,1,66,3
3998439,1,31,8
3998440,1,373,2
3998442,1,32,12
3998443,1,373,7
3998444,1,66,16
3998445,1,65,10
3998446,2,65,9
3998447,1,373,5
3998448,2,342,14
3998449,1,66,1
3998450,1,32,1
3998451,1,31,2
3998452,1,31,3
3998453,2,32,13
3998454,1,661,2
3998455,1,373,10
3998456,1,312,13
3998457,1,331,1
3998458,1,331,2
3998459,1,331,3
3998460,1,331,4
3998461,1,331,5
3998462,1,331,6
3998463,1,331,7
3998464,1,331,8
3998465,1,346,6
3998466,1,331,9
3998467,1,331,11
3998468,1,346,1
3998469,1,346,2
3998470,1,346,3
3998471,1,346,4
3998472,1,346,5
3998473,1,32,9
3998474,2,31,9
3998475,1,32,6
3998476,2,66,4
3998477,1,66,6
3998478,1,66,7
3998479,1,66,8
3998480,1,66,10
3998481,1,66,13
3998482,1,66,12
3998483,1,66,14
3998485,1,32,10
3998501,1,30,2
3998502,1,30,5
3998503,1,30,1
3998504,2,30,3
3998505,1,30,4
3998506,1,311,4
3998507,1,311,10
3998508,1,30,6
3998509,1,76,3
3998510,1,71,34
3998511,1,71,22
3998512,1,71,2
3998513,1,71,31
3998514,1,71,17
3998515,1,41,11
3998517,1,41,10
3998518,1,312,19
3998519,1,71,14
3998520,1,311,11
3998521,2,76,2
3998522,1,311,15
3998523,1,71,10
3998525,2,312,8
3998527,2,316,3
3998529,1,41,3
3998530,1,71,5
3998532,1,66,11
3998533,1,71,33
3998534,1,76,1
3998535,1,71,28
3998536,2,66,5
3998537,1,71,29
3998538,2,309,1
3998540,2,312,10
3998541,1,66,18
3998542,1,71,12
3998543,1,312,15
3998544,1,77,3
3998545,1,311,17
3998546,2,311,1
3998548,1,41,4
3998549,2,74,2
3998550,2,41,6
3998552,2,71,9
3998553,2,312,14
3998554,1,71,32
3998555,2,74,3
3998556,1,312,16
3998557,1,312,1
3998558,1,309,3
3998560,2,77,2
3998561,1,77,5
3998562,2,311,6
3998563,1,71,30
3998564,1,312,7
3998565,1,71,27
3998566,1,41,9
3998567,2,316,1
3998568,1,311,8
3998569,1,77,7
3998571,1,311,19
3998572,2,71,16
3998573,1,77,6
3998574,1,77,1
3998576,1,71,4
3998578,1,373,1
3998580,1,311,3
3998581,1,41,30
3998582,2,77,4
3998583,1,311,13
3998584,1,71,11
3998585,2,74,1
3998587,1,41,16
3998588,2,66,9
3998589,1,74,5
3998590,2,71,1
3998591,1,309,4
3998592,1,41,7
3998593,1,41,27
3998594,1,71,7
3998595,1,74,4
3998597,1,76,6
3998598,1,311,2
3998599,1,76,4
3998600,1,71,13
3998601,2,71,6
3998602,1,311,18
3998603,1,41,8
3998604,2,312,5
3998605,1,41,31
3998606,1,71,19
3998607,1,309,2
3998608,1,41,15
3998609,1,312,22
3998611,2,316,7
3998613,1,312,17
3998614,1,312,4
3998615,1,74,6
3998616,2,71,36
3998618,1,71,8
3998619,1,77,8
3998620,1,71,15
3998621,1,41,25
3998622,2,41,12
3998623,1,41,1
3998624,1,71,23
3998626,2,312,9
3998628,1,41,5
3998629,1,312,6
3998631,2,41,17
3998632,1,71,26
3998633,1,41,20
3998634,1,41,2
3998635,1,71,3
3998636,1,71,24
3998637,1,71,18
3998638,1,41,21
3998639,1,41,14
3998640,2,71,21
3998641,1,41,13
3998642,1,312,3
3998643,1,71,20
3998645,1,41,18
3998646,1,71,25
3998647,1,41,19
3998649,1,41,22
3998650,2,41,23
3998651,1,76,5
3998652,1,312,11
3998653,1,41,26
3998654,1,41,28
3998655,1,71,37
3998657,1,41,24
3998658,1,41,29
3998659,2,316,6
3998660,1,309,5
3998661,1,77,9
3998662,1,346,8
3998663,1,71,35
3998665,1,66,15
3999001,1,190,6
3999002,1,150,27
3999003,1,105,1
3999004,1,107,1
3999007,1,101,3
3999008,1,150,24
3999009,2,183,2
3999010,1,150,2
3999011,1,150,23
3999012,1,107,8
3999013,1,106,14
3999014,1,182,2
3999015,1,111,6
3999016,1,102,3
3999017,1,150,5
3999018,1,150,12
3999019,1,143,9
3999020,1,106,6
3999021,1,179,4
3999022,1,107,5
3999023,1,101,4
3999024,1,106,15
3999025,1,106,5
3999026,1,150,19
3999027,1,143,4
3999029,1,150,21
3999030,1,150,22
3999032,1,106,9
3999033,1,101,2
3999034,1,179,3
3999035,1,107,4
3999036,1,106,8
3999037,2,107,2
3999039,2,105,2
3999040,1,101,8
3999041,1,183,1
3999043,1,186,4
3999044,1,111,5
3999045,1,111,13
3999047,1,106,3
3999048,1,102,5
3999049,1,101,1
3999053,1,111,10
3999054,1,106,2
3999056,1,159,5
3999057,1,111,12
3999058,2,182,1
3999059,1,183,6
3999060,1,107,3
3999061,1,179,1
3999062,1,154,2
3999064,2,114,2
3999065,1,111,9
3999066,1,157,1
3999068,1,154,1
3999069,1,107,6
3999071,1,186,2
3999074,1,183,3
3999075,2,107,9
3999080,1,159,1
3999082,1,150,1
3999083,1,159,3
3999084,1,159,7
3999085,2,158,3
3999091,2,150,9
3999093,1,143,6
3999094,1,106,1
3999095,1,101,10
3999096,1,106,4
3999097,1,111,2
3999098,2,178,7
3999099,1,150,3
3999101,1,150,14
3999102,1,183,4
3999103,1,182,4
3999105,1,111,4
3999106,1,143,11
3999107,1,157,2
3999109,1,190,3
3999110,1,143,1
3999112,1,150,6
3999115,1,190,4
3999116,1,101,12
3999117,1,158,1
3999124,1,150,7
3999125,1,154,3
3999126,1,166,2
3999127,1,166,4
3999128,2,166,1
3999129,1,154,4
3999132,1,182,5
3999133,1,101,9
3999134,1,166,6
3999135,1,102,2
3999136,1,166,8
3999137,2,150,13
3999138,1,106,7
3999139,1,166,3
3999140,1,150,8
3999141,1,166,5
3999142,2,168,1
3999143,1,168,2
3999144,1,164,2
3999145,1,168,3
3999146,1,164,1
3999147,1,164,3
3999148,1,168,4
3999149,1,101,11
3999151,1,182,3
3999154,1,671,14
3999155,1,671,13
3999156,1,671,12
3999157,1,671,11
3999158,1,671,10
3999159,1,671,9
3999160,1,671,8
3999161,1,671,7
3999162,1,671,6
3999163,1,671,5
3999164,1,671,4
3999165,1,671,3
3999166,1,671,2
3999167,1,671,1
3999169,1,193,9
3999170,1,193,8
3999171,1,193,7
3999172,1,193,6
3999173,1,193,5
3999174,1,193,4
3999175,1,193,3
3999176,1,193,2
3999177,1,193,1
3999178,1,180,13
3999179,1,180,12
3999180,1,180,11
3999181,1,180,9
3999182,1,180,8
3999183,2,180,7
3999184,1,180,5
3999185,1,180,6
3999186,2,180,4
3999187,1,180,3
3999188,1,180,2
3999189,1,180,1
3999190,1,178,2
3999191,1,150,10
3999192,1,178,3
3999193,1,178,1
3999194,1,178,11
3999195,1,178,10
3999196,1,178,8
3999197,2,158,9
3999198,1,158,7
3999202,1,106,11
3999205,1,186,5
3999206,1,106,12
3999207,1,166,7
3999208,1,166,10
3999209,1,50,1
3999210,1,50,2
3999211,1,50,10
3999212,1,50,3
3999213,1,50,5
3999214,1,50,4
3999215,1,50,6
3999216,1,50,8
3999217,1,50,7
3999218,1,50,9
3999219,1,128,1
3999220,1,128,2
3999221,1,128,3
3999222,1,128,5
3999223,1,128,6
3999224,1,128,4
3999226,1,107,12
3999227,1,107,11
3999229,1,128,7
3999230,1,106,13
3999231,1,150,18
3999232,1,159,6
3999235,1,179,5
3999236,1,158,5
3999237,1,157,5
3999238,1,179,7
3999241,1,159,9
3999242,1,179,9
3999243,1,156,3
3999244,1,156,2
3999245,1,156,1
3999246,1,156,4
3999247,1,186,3
3999248,1,182,6
3999249,2,181,1
3999250,2,181,2
3999251,1,181,3
3999252,1,181,4
3999253,1,181,5
3999254,1,106,17
3999255,1,150,25
3999256,1,150,20
3999259,1,101,6
3999260,1,183,5
3999262,1,183,8
3999264,1,150,15
3999265,1,101,5
3999266,2,128,8
3999267,1,676,18
3999268,1,676,17
3999269,1,676,16
3999270,1,676,15
3999271,1,676,13
3999272,1,676,11
3999273,1,676,12
3999274,1,676,10
3999275,1,676,9
3999276,1,676,8
3999277,1,676,7
3999278,1,676,5
3999279,1,676,6
3999280,1,676,4
3999281,1,676,2
3999282,1,676,3
3999283,1,676,1
3999287,1,150,17
3999288,1,676,14
3999290,1,119,32
3999291,1,119,31
3999292,1,119,22
3999293,1,119,21
3999294,1,118,7
3999295,1,118,6
3999296,1,118,5
3999297,1,118,4
3999298,1,118,3
3999299,1,118,2
3999300,1,118,1
3999301,1,116,8
3999302,1,116,7
3999303,1,116,6
3999304,1,116,5
3999305,1,116,3
3999306,1,116,4
3999307,1,116,2
3999308,1,116,1
3999309,1,106,18
3999310,1,22,1
3999311,1,22,2
3999312,1,197,8
3999313,1,197,7
3999314,1,197,6
3999315,1,197,5
3999316,2,197,4
3999318,1,197,3
3999321,1,197,2
3999322,1,197,1
3999323,1,150,11
3999324,1,150,26
3999325,1,143,2
3999326,1,143,8
3999327,1,157,4
3999328,1,166,11
3999329,1,166,12
3999332,1,157,7
3999334,1,107,10
3999335,1,107,7
3999336,1,183,9
3999337,1,150,16
3999338,1,178,6
3999601,1,236,7
3999602,1,236,2
3999603,1,236,8
3999604,1,236,4
3999605,1,236,3
3999606,1,236,5
3999607,1,236,1
3999608,1,236,6
3999609,1,271,1
3999610,1,271,12
3999611,1,235,1
3999612,1,235,4
3999613,1,235,7
3999614,1,234,3
3999615,1,235,2
3999616,1,235,3
3999617,1,235,5
3999618,1,234,1
3999619,1,271,4
3999620,1,232,2
3999621,1,271,9
3999622,1,232,3
3999623,2,271,20
3999624,2,269,3
3999625,2,271,10
3999626,1,234,2
3999627,1,271,24
3999628,1,271,26
3999630,1,271,23
3999631,1,271,22
3999632,1,271,19
3999633,2,232,6
3999634,1,232,7
3999635,1,232,8
3999638,1,232,1
3999639,1,269,1
3999640,1,271,3
3999641,1,236,10
3999642,1,271,6
3999643,1,271,5
3999644,1,271,7
3999645,1,271,15
3999646,1,244,1
3999647,1,277,1
3999648,1,269,4
3999649,2,269,7
3999650,1,244,2
3999651,1,277,2
3999653,1,277,3
3999654,1,244,3
3999655,1,269,5
3999656,1,269,8
3999657,1,269,11
3999658,2,277,4
3999659,2,232,5
3999660,1,241,1
3999661,1,221,2
3999662,1,221,3
3999663,1,221,4
3999665,1,271,13
3999667,1,244,6
3999668,1,232,4
3999669,1,248,2
3999670,1,248,3
3999671,1,248,1
3999672,1,271,14
3999674,2,269,9
3999675,2,237,1
3999677,1,271,11
3999678,1,271,17
3999679,1,269,2
3999680,1,271,18
3999681,1,204,1
3999682,1,200,1
3999683,1,204,2
3999686,2,271,8
3999687,1,221,5
3999688,1,226,1
3999689,1,241,2
3999690,1,271,2
3999691,1,246,2
3999692,1,208,1
3999693,1,224,1
3999694,1,249,3
3999695,1,249,2
3999700,1,249,1
3999702,1,242,1
3999703,1,242,2
3999708,1,240,1
3999709,1,240,3
3999710,1,240,2
3999711,1,240,4
3999712,1,240,5
3999713,1,240,9
3999714,1,240,8
3999715,1,240,6
3999716,1,200,2
3999717,1,226,3
3999718,1,246,1
3999720,1,277,6
3999721,1,277,7
3999722,1,277,5
3999724,1,269,12
3999725,1,245,1
3999726,1,245,2
3999727,1,245,5
3999728,1,245,4
3999729,1,245,6
3999730,1,245,7
3999731,1,245,8
3999732,1,245,9
3999733,1,245,10
3999734,1,245,11
3999736,1,271,16
3999737,1,235,6
3999738,1,241,3
3999739,1,245,3
3999740,1,241,4
3999741,1,221,1
3999742,1,226,2
3999745,1,245,12
3999746,1,240,7
3999747,1,271,27
3999748,1,271,21
3999749,1,236,9
3999750,1,255,3
3999751,1,255,7
3999753,1,255,21
3999756,1,255,10
3999757,1,255,1
3999758,1,255,2
3999759,1,255,14
3999760,1,255,6
3999761,1,672,4
3999762,1,672,8
3999763,1,672,15
3999764,1,672,13
3999765,1,672,7
3999766,1,255,4
3999767,1,255,8
3999768,1,672,6
3999769,1,672,3
3999770,1,672,2
3999771,1,255,9
3999772,1,672,1
3999773,1,214,1
3999774,1,218,1
3999775,1,672,16
3999776,1,672,14
3999777,1,672,12
3999778,1,255,23
3999779,2,823,1
3999781,2,892,1
3999782,2,824,1
3999783,2,887,1
3999784,2,888,1
3999786,2,212,1
3999788,2,982,2
3999789,2,887,2
3999790,1,214,9
3999792,2,986,2
3999793,1,242,13
3999794,1,268,3
3999795,1,216,1
3999796,1,219,6
3999797,1,219,2
3999798,2,893,2
3999799,1,218,2
3999800,1,242,12
3999801,1,218,6
3999803,1,212,4
3999804,1,216,4
3999805,1,255,5
3999806,2,824,2
3999807,1,216,6
3999808,2,892,2
3999809,2,989,2
3999810,1,216,5
3999811,1,218,9
3999812,1,255,11
3999813,1,255,18
3999815,1,212,10
3999817,1,214,15
3999818,1,257,4
3999819,2,268,4
3999820,1,257,1
3999821,1,212,2
3999822,2,212,11
3999823,1,214,10
3999824,1,212,12
3999825,1,214,7
3999826,2,214,5
3999827,1,242,10
3999828,1,214,11
3999829,2,888,2
3999831,2,823,2
3999832,1,252,5
3999833,1,214,4
3999834,2,894,2
3999835,1,214,2
3999836,2,891,2
3999837,1,219,3
3999838,1,212,16
3999839,1,212,3
3999841,1,219,1
3999842,1,219,4
3999843,1,218,8
3999844,1,257,2
3999845,1,252,3
3999846,2,246,10
3999847,1,252,1
3999848,2,268,1
3999850,1,214,6
3999851,1,252,4
3999852,1,257,3
3999856,1,255,17
3999858,1,216,2
3999860,1,255,20
3999861,1,255,15
3999862,1,255,13
3999863,1,212,6
3999864,2,895,2
3999865,1,212,5
3999866,2,212,13
3999868,1,214,14
3999869,1,257,5
3999871,1,372,1
3999872,1,372,2
3999873,1,372,3
3999874,1,372,4
3999875,1,372,6
3999877,1,372,8
3999879,1,372,10
3999881,1,372,11
3999884,1,372,18
3999885,1,672,5
3999886,1,672,9
3999887,1,672,10
3999888,1,672,11
3999890,1,372,5
3999892,1,212,18
3999893,1,268,2
3999894,1,218,5
3999895,2,214,3
3999897,1,212,7
3999899,1,268,5
3999900,1,218,13
3999903,1,216,7
3999906,1,212,9
3999908,1,255,16
3999910,1,214,17
3999911,2,889,2
3999978,1,545,15
3999986,1,545,7
4000017,1,522,24
4000027,1,545,22
4000033,1,522,8
4000040,1,214,13
4000045,1,372,14
4000047,2,372,16
4008601,1,167,1
4008602,1,167,3
4008603,1,167,4
4008605,1,113,6
4008606,1,113,2
4008607,1,113,4
4008608,1,113,1
4008609,1,37,2
4008610,1,37,1
4008611,1,37,3
4008612,1,37,6
4008613,1,37,7
4008614,1,113,5
4008615,1,125,1
4008616,1,125,2
4008617,2,125,3
4008618,1,125,4
4008620,1,37,8
4008621,1,37,4
4008622,1,37,5
4008623,1,24,3
4008624,1,24,8
4008625,1,24,10
4008626,1,24,1
4008627,1,24,2
4008628,1,24,4
4008629,1,24,5
4008630,1,24,6
4008631,1,124,1
4008632,1,124,2
4008633,1,24,16
4008634,1,124,3
4008635,1,124,4
4008636,1,24,18
4008637,1,24,21
4008638,1,24,22
4008640,1,122,7
4008641,1,123,6
4008642,1,121,1
4008644,1,121,2
4008645,1,122,6
4008647,2,121,11
4008648,1,121,14
4008649,1,121,3
4008650,2,121,4
4008651,1,121,12
4008652,1,121,5
4008654,1,122,1
4008655,1,122,5
4008656,1,121,13
4008657,1,121,9
4008658,1,123,2
4008659,1,122,2
4008660,1,121,10
4008661,1,123,4
4008662,1,113,3
4008664,1,122,3
4008665,1,121,6
4008667,1,121,8
4008668,1,26,16
4008669,1,64,14
4008670,1,64,13
4008671,1,64,12
4008672,1,64,11
4008673,1,64,10
4008674,1,64,9
4008675,1,64,8
4008676,1,64,6
4008677,1,64,5
4008678,1,64,4
4008679,1,64,3
4008680,1,64,2
4008681,1,64,1
4008682,1,64,7
4008683,1,125,5
4008684,1,29,1
4008685,1,29,11
4008686,1,29,9
4008687,1,29,2
4008688,1,29,7
4008689,1,29,13
4008690,1,29,3
4008691,1,29,10
4008692,1,29,4
4008693,1,29,8
4008694,1,29,12
4008695,1,29,5
4008696,1,29,6
4008697,1,24,7
4008698,1,19,3
4008699,1,24,9
4008700,1,24,12
4008701,1,24,11
4008702,1,19,4
4008703,1,24,19
4008704,1,19,2
4008705,1,24,15
4008706,1,99,3
4008707,1,99,2
4008708,1,99,1
4008709,1,99,4
4008710,1,8,1
4008711,1,8,2
4008712,1,8,15
4008713,1,8,3
4008714,1,8,17
4008715,1,8,4
4008716,1,8,6
4008717,1,8,5
4008718,1,8,7
4008719,1,8,8
4008720,1,8,9
4008721,1,8,10
4008722,1,8,11
4008723,1,8,16
4008724,1,8,19
4008725,1,8,12
4008726,1,8,13
4008727,1,8,14
4008728,1,8,18
4008729,1,28,6
4008730,1,28,5
4008731,1,16,14
4008732,1,28,18
4008733,1,26,2
4008734,1,28,34
4008735,1,28,21
4008736,1,28,28
4008737,1,28,10
4008738,1,28,25
4008739,1,26,9
4008740,1,26,11
4008741,1,26,22
4008742,1,26,21
4008743,1,28,4
4008744,1,28,36
4008745,1,28,14
4008746,1,28,3
4008747,1,26,15
4008748,1,28,27
4008749,1,28,11
4008750,1,26,3
4008751,1,28,22
4008752,1,28,12
4008753,1,26,17
4008754,1,28,16
4008755,1,28,20
4008756,1,26,18
4008757,1,26,8
4008758,1,26,5
4008759,1,26,23
4008760,1,28,24
4008761,1,28,9
4008762,1,26,24
4008763,1,26,4
4008764,1,28,8
4008765,1,28,26
4008766,1,28,2
4008767,1,26,19
4008768,1,26,6
4008769,1,26,13
4008770,1,28,17
4008771,1,26,20
4008772,1,28,13
4008773,1,26,10
4008774,1,28,33
4008775,1,28,31
4008776,1,26,1
4008777,1,28,15
4008778,1,26,14
4008779,1,26,7
4008780,1,28,35
4008781,1,28,32
4008782,1,28,19
4008783,1,26,12
4008784,1,28,29
4008785,1,28,1
4008786,1,28,7
4008787,1,28,23
4008788,1,9,1
4008789,1,9,2
4008790,1,9,3
4008791,1,9,4
4008792,1,9,5
4008793,1,9,6
4008794,1,9,7
4008795,1,9,8
4008796,1,9,9
4008797,1,9,10
4008798,1,9,11
4008799,1,9,12
4008800,1,9,13
4008801,1,11,5
4008802,1,11,6
4008803,1,11,3
4008804,1,11,7
4008805,1,11,2
4008806,1,11,1
4008807,1,11,4
4008808,1,16,1
4008809,1,16,2
4008810,1,16,3
4008811,1,16,4
4008812,1,16,5
4008813,1,16,6
4008814,1,16,9
4008815,1,16,7
4008816,1,16,8
4008817,1,16,10
4008818,1,16,11
4008819,1,16,12
4008820,1,16,13
4008821,1,16,15
4008822,1,16,16
4008823,1,16,17
4008824,1,25,2
4008825,1,25,1
4008826,1,25,5
4008827,1,25,3
4008828,1,25,4
4008829,1,99,5
4008830,1,28,30
4008831,1,19,1
4008832,1,33,15
4008833,1,33,8
4008834,1,33,4
4008835,1,33,13
4008836,1,33,3
4008837,1,33,14
4008838,1,33,6
4008839,1,33,2
4008840,1,33,11
4008841,1,33,1
4008842,1,33,5
4008843,1,33,7
4008844,1,33,12
4008845,1,33,10
4008846,1,33,9
4008847,1,24,14
4008848,1,24,13
4008849,1,24,17
4008850,1,24,20
4017302,1,5,19
4017303,1,5,7
4017304,1,5,1
4017305,1,5,4
4017306,1,5,10
4017307,1,5,9
4017308,1,5,2
4017309,1,5,12
4017310,1,5,16
4017311,1,5,5
4017312,1,5,15
4017313,1,5,18
4017314,1,5,13
4017315,1,5,23
4017316,1,18,12
4017318,1,301,7
4017319,1,301,6
4017320,1,303,4
4017321,1,5,6
4017322,1,56,3
4017323,1,301,11
4017324,2,48,6
4017325,1,15,12
4017327,2,301,14
4017328,1,55,12
4017329,1,18,16
4017330,1,17,8
4017331,1,44,1
4017332,1,21,7
4017333,1,56,1
4017334,2,987,2
4017335,2,355,1
4017336,1,18,10
4017337,1,56,2
4017338,1,5,24
4017339,1,44,2
4017340,1,17,1
4017341,1,18,1
4017342,1,21,2
4017343,1,57,11
4017344,1,44,3
4017346,1,301,4
4017347,1,15,10
4017348,1,303,10
4017350,2,988,2
4017351,1,15,13
4017352,1,57,2
4017353,1,18,15
4017354,1,301,13
4017355,1,17,6
4017356,1,21,5
4017357,1,301,5
4017361,2,48,10
4017362,1,17,3
4017363,1,18,13
4017364,1,5,14
4017365,1,21,8
4017366,1,56,6
4017370,1,56,9
4017371,1,55,2
4017372,1,303,1
4017373,1,18,3
4017374,1,56,8
4017375,2,994,2
4017376,1,5,11
4017377,1,57,1
4017378,1,303,3
4017379,1,303,13
4017381,1,301,12
4017382,1,301,8
4017384,1,21,3
4017385,1,21,6
4017386,1,301,10
4017387,1,303,11
4017389,1,18,2
4017390,2,55,11
4017391,1,303,8
4017394,1,303,6
4017395,1,17,9
4017396,1,21,9
4017397,1,301,2
4017398,1,303,15
4017399,1,21,4
4017400,1,301,19
4017401,2,355,3
4017402,1,55,3
4017403,1,17,2
4017404,1,301,9
4017405,1,301,17
4017406,1,5,27
4017407,1,301,1
4017408,1,301,16
4017409,1,301,3
4017410,1,981,1
4017413,1,301,18
4017414,1,17,7
4017415,1,301,15
4017416,1,56,4
4017418,1,5,3
4017419,1,57,10
4017420,1,15,2
4017421,1,15,14
4017422,1,5,26
4017425,1,48,1
4017426,1,48,2
4017427,2,48,3
4017428,1,48,15
4017429,1,48,4
4017430,1,48,5
4017431,1,48,7
4017432,1,48,8
4017433,1,48,9
4017434,1,48,11
4017435,1,48,12
4017436,1,48,14
4017438,1,48,18
4017440,2,48,24
4017441,1,48,25
4017443,1,48,27
4017444,1,48,28
